2024-04-09 22:00:06,670 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-04-09 22:00:06,693 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-04-09 22:00:06,694 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-04-09 22:00:06,694 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-04-09 22:00:06,695 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-04-09 22:00:06,696 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-04-09 22:00:06,696 INFO  SwAddin.cs: 201 - Setting up command manager
2024-04-09 22:00:06,697 INFO  SwAddin.cs: 204 - Adding command manager
2024-04-09 22:00:06,698 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-04-09 22:00:06,700 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-04-09 22:00:06,700 INFO  SwAddin.cs: 210 - Adding event handlers
2024-04-09 22:00:06,701 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-04-09 22:01:34,439 INFO  SwAddin.cs: 294 - Assembly export called for file MyRobot.SLDASM
2024-04-09 22:01:36,209 INFO  SwAddin.cs: 313 - Saving assembly
2024-04-09 22:01:36,374 INFO  SwAddin.cs: 316 - Opening property manager
2024-04-09 22:01:36,385 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MyRobot.SLDASM
2024-04-09 22:01:36,389 INFO  ExportHelperExtension.cs: 1136 - Found 70 in MyRobot.SLDASM
2024-04-09 22:01:36,389 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MyRobot.SLDASM
2024-04-09 22:01:36,389 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-04-09 22:01:36,390 INFO  ExportHelperExtension.cs: 1160 - 12 components to check
2024-04-09 22:01:36,391 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Base_Link_1-1
2024-04-09 22:01:36,391 INFO  ExportHelperExtension.cs: 1136 - Found 42 in Base_Link_1-1
2024-04-09 22:01:36,391 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Base_Link_1-1
2024-04-09 22:01:36,392 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Arm_Link_2-1
2024-04-09 22:01:36,392 INFO  ExportHelperExtension.cs: 1136 - Found 45 in Arm_Link_2-1
2024-04-09 22:01:36,392 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Arm_Link_2-1
2024-04-09 22:01:36,392 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Arm_Link_3-1
2024-04-09 22:01:36,393 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Arm_Link_3-1
2024-04-09 22:01:36,393 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Arm_Link_3-1
2024-04-09 22:01:36,393 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Arm_Link_6-1
2024-04-09 22:01:36,393 INFO  ExportHelperExtension.cs: 1136 - Found 28 in Arm_Link_6-1
2024-04-09 22:01:36,394 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Arm_Link_6-1
2024-04-09 22:01:36,394 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Eff_Gripper_Jaw_1-1
2024-04-09 22:01:36,394 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Eff_Gripper_Jaw_1-1
2024-04-09 22:01:36,394 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Eff_Gripper_Jaw_1-1
2024-04-09 22:01:36,394 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Eff_Gripper_Jaw_4-1
2024-04-09 22:01:36,429 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Eff_Gripper_Jaw_4-1
2024-04-09 22:01:36,430 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Eff_Gripper_Jaw_4-1
2024-04-09 22:01:36,430 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Eff_Gripper_Base-1
2024-04-09 22:01:36,430 INFO  ExportHelperExtension.cs: 1136 - Found 33 in Eff_Gripper_Base-1
2024-04-09 22:01:36,431 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Eff_Gripper_Base-1
2024-04-09 22:01:36,431 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Arm_Link_4-1
2024-04-09 22:01:36,431 INFO  ExportHelperExtension.cs: 1136 - Found 37 in Arm_Link_4-1
